order_id,payment_id,gross,captured_at
ORD_004962,PAY_004962,33.99,2025-05-19
ORD_000580,PAY_000580,292.29,2025-05-20
ORD_000677,PAY_000677,111.30,2025-05-20
ORD_000745,PAY_000745,138.87,2025-05-19
ORD_001320,PAY_001320,121.26,2025-05-20
ORD_001331,PAY_001331,76.58,2025-05-20
ORD_001473,PAY_001473,295.25,2025-05-20
ORD_001557,PAY_001557,183.75,2025-05-20
ORD_001818,PAY_001818,271.17,2025-05-20
ORD_002329,PAY_002329,211.41,2025-05-20
ORD_002551,PAY_002551,122.73,2025-05-20
ORD_002631,PAY_002631,295.21,2025-05-20
ORD_002748,PAY_002748,385.87,2025-05-20
ORD_003298,PAY_003298,431.19,2025-05-15
ORD_003489,PAY_003489,309.48,2025-05-20
ORD_003506,PAY_003506,371.91,2025-05-20
ORD_003556,PAY_003556,469.76,2025-05-20
ORD_003934,PAY_003934,303.96,2025-05-20
ORD_003938,PAY_003938,203.37,2025-05-20
ORD_003966,PAY_003966,212.82,2025-05-20
ORD_004028,PAY_004028,301.70,2025-05-15
ORD_004591,PAY_004591,436.11,2025-05-20
ORD_004900,PAY_004900,356.60,2025-05-20
ORD_000089,PAY_000089,450.51,2025-05-21
ORD_000202,PAY_000202,250.65,2025-05-21
ORD_000503,PAY_000503,425.42,2025-05-21
ORD_001269,PAY_001269,266.36,2025-05-19
ORD_001686,PAY_001686,155.72,2025-05-21
ORD_001852,PAY_001852,472.35,2025-05-21
ORD_002066,PAY_002066,365.71,2025-05-21
ORD_002172,PAY_002172,188.48,2025-05-21
ORD_002357,PAY_002357,15.95,2025-05-21
ORD_002499,PAY_002499,339.91,2025-05-20
ORD_002675,PAY_002675,114.82,2025-05-21
ORD_002716,PAY_002716,167.76,2025-05-21
ORD_003344,PAY_003344,349.97,2025-05-21
ORD_003602,PAY_003602,4.09,2025-05-21
ORD_004113,PAY_004113,305.67,2025-05-21
ORD_004136,PAY_004136,64.18,2025-05-21
ORD_004534,PAY_004534,251.90,2025-05-21
ORD_004753,PAY_004753,98.90,2025-05-16
ORD_004760,PAY_004760,162.54,2025-05-21
ORD_000125,PAY_000125,91.37,2025-05-19
ORD_000277,PAY_000277,492.25,2025-05-22
ORD_000437,PAY_000437,349.29,2025-05-22
ORD_000575,PAY_000575,186.19,2025-05-22
ORD_001174,PAY_001174,102.33,2025-05-22
ORD_001268,PAY_001268,164.36,2025-05-20
ORD_001687,PAY_001687,336.85,2025-05-22
ORD_002069,PAY_002069,440.69,2025-05-22
ORD_002134,PAY_002134,24.36,2025-05-22
ORD_002480,PAY_002480,192.09,2025-05-22
ORD_002540,PAY_002540,159.49,2025-05-22
ORD_002974,PAY_002974,467.58,2025-05-22
ORD_003179,PAY_003179,20.51,2025-05-22
ORD_003293,PAY_003293,273.69,2025-05-19
ORD_003328,PAY_003328,443.93,2025-05-22
ORD_003374,PAY_003374,183.17,2025-05-22
ORD_003408,PAY_003408,437.97,2025-05-22
ORD_003524,PAY_003524,400.11,2025-05-22
ORD_004586,PAY_004586,37.54,2025-05-22
ORD_004718,PAY_004718,30.81,2025-05-22
ORD_004763,PAY_004763,414.75,2025-05-22
ORD_004860,PAY_004860,404.22,2025-05-22
ORD_004897,PAY_004897,493.64,2025-05-22
ORD_000469,PAY_000469,231.91,2025-05-23
ORD_000744,PAY_000744,57.32,2025-05-23
ORD_001032,PAY_001032,295.61,2025-05-23
ORD_001880,PAY_001880,88.85,2025-05-22
ORD_001969,PAY_001969,361.92,2025-05-23
ORD_002267,PAY_002267,16.84,2025-05-23
ORD_003743,PAY_003743,402.76,2025-05-23
ORD_003845,PAY_003845,444.83,2025-05-23
ORD_003932,PAY_003932,119.25,2025-05-23
ORD_004030,PAY_004030,196.11,2025-05-23
ORD_004133,PAY_004133,72.46,2025-05-23
ORD_004419,PAY_004419,339.43,2025-05-23
ORD_004761,PAY_004761,431.57,2025-05-22
ORD_004812,PAY_004812,432.65,2025-05-23
ORD_004817,PAY_004817,361.26,2025-05-21
ORD_000147,PAY_000147,273.41,2025-05-26
ORD_000171,PAY_000171,311.69,2025-05-26
ORD_000303,PAY_000303,162.89,2025-05-26
ORD_000504,PAY_000504,367.23,2025-05-26
ORD_000647,PAY_000647,475.96,2025-05-26
ORD_000720,PAY_000720,390.22,2025-05-26
ORD_000729,PAY_000729,133.39,2025-05-26
ORD_000839,PAY_000839,462.27,2025-05-26
ORD_001131,PAY_001131,17.82,2025-05-26
ORD_001215,PAY_001215,67.87,2025-05-26
ORD_001356,PAY_001356,470.13,2025-05-26
ORD_001437,PAY_001437,193.00,2025-05-26
ORD_001474,PAY_001474,266.48,2025-05-26
ORD_001775,PAY_001775,221.12,2025-05-26
ORD_001999,PAY_001999,366.18,2025-05-26
ORD_002015,PAY_002015,271.78,2025-05-26
ORD_002031,PAY_002031,316.95,2025-05-26
ORD_002110,PAY_002110,57.65,2025-05-26
ORD_002169,PAY_002169,370.72,2025-05-21
ORD_002197,PAY_002197,255.40,2025-05-26
ORD_002369,PAY_002369,176.22,2025-05-26
ORD_002473,PAY_002473,186.24,2025-05-26
ORD_002495,PAY_002495,325.09,2025-05-26
ORD_002563,PAY_002563,125.57,2025-05-26
ORD_002634,PAY_002634,350.08,2025-05-26
ORD_002689,PAY_002689,244.01,2025-05-26
ORD_002720,PAY_002720,259.41,2025-05-26
ORD_002777,PAY_002777,278.25,2025-05-26
ORD_002954,PAY_002954,398.21,2025-05-26
ORD_003232,PAY_003232,67.71,2025-05-26
ORD_003339,PAY_003339,451.53,2025-05-26
ORD_003406,PAY_003406,207.32,2025-05-26
ORD_003412,PAY_003412,270.94,2025-05-26
ORD_003520,PAY_003520,264.89,2025-05-26
ORD_003553,PAY_003553,75.56,2025-05-26
ORD_003559,PAY_003559,215.19,2025-05-26
ORD_003721,PAY_003721,284.07,2025-05-26
ORD_003751,PAY_003751,372.72,2025-05-26
ORD_003766,PAY_003766,417.13,2025-05-26
ORD_003892,PAY_003892,242.70,2025-05-26
ORD_003910,PAY_003910,80.49,2025-05-26
ORD_003916,PAY_003916,203.22,2025-05-26
ORD_003972,PAY_003972,495.52,2025-05-26
ORD_004109,PAY_004109,245.71,2025-05-26
ORD_004195,PAY_004195,495.97,2025-05-26
ORD_004265,PAY_004265,353.85,2025-05-26
ORD_004310,PAY_004310,14.79,2025-05-26
ORD_004338,PAY_004338,398.34,2025-05-26
ORD_004348,PAY_004348,364.50,2025-05-26
ORD_004372,PAY_004372,204.26,2025-05-26
ORD_004380,PAY_004380,479.53,2025-05-26
ORD_004392,PAY_004392,133.49,2025-05-26
ORD_004511,PAY_004511,389.48,2025-05-26
ORD_004619,PAY_004619,322.50,2025-05-26
ORD_004810,PAY_004810,91.03,2025-05-26
ORD_004874,PAY_004874,354.77,2025-05-26
ORD_000182,PAY_000182,59.75,2025-05-26
ORD_000209,PAY_000209,149.67,2025-05-22
ORD_000288,PAY_000288,463.06,2025-05-27
ORD_000355,PAY_000355,340.28,2025-05-27
ORD_000536,PAY_000536,378.75,2025-05-27
ORD_000808,PAY_000808,397.60,2025-05-22
ORD_001365,PAY_001365,480.61,2025-05-27
ORD_001505,PAY_001505,185.93,2025-05-22
ORD_001826,PAY_001826,206.12,2025-05-26
ORD_002255,PAY_002255,151.09,2025-05-26
ORD_002759,PAY_002759,284.41,2025-05-27
ORD_003336,PAY_003336,168.29,2025-05-27
ORD_003402,PAY_003402,221.27,2025-05-27
ORD_003784,PAY_003784,179.51,2025-05-27
ORD_004160,PAY_004160,333.18,2025-05-27
ORD_004490,PAY_004490,498.92,2025-05-27
ORD_004698,PAY_004698,120.17,2025-05-27
ORD_000695,PAY_000695,154.39,2025-05-28
ORD_000899,PAY_000899,240.48,2025-05-26
ORD_000957,PAY_000957,165.54,2025-05-26
ORD_001258,PAY_001258,346.61,2025-05-28
ORD_001475,PAY_001475,17.67,2025-05-23
ORD_001521,PAY_001521,165.37,2025-05-28
ORD_001679,PAY_001679,95.28,2025-05-28
ORD_001822,PAY_001822,479.58,2025-05-28
ORD_001863,PAY_001863,56.45,2025-05-28
ORD_001868,PAY_001868,190.81,2025-05-28
ORD_002306,PAY_002306,393.69,2025-05-26
ORD_002417,PAY_002417,488.41,2025-05-28
ORD_002459,PAY_002459,422.44,2025-05-28
ORD_002544,PAY_002544,70.63,2025-05-28
ORD_002737,PAY_002737,30.43,2025-05-28
ORD_002861,PAY_002861,342.68,2025-05-27
ORD_002878,PAY_002878,166.57,2025-05-28
ORD_003425,PAY_003425,177.70,2025-05-28
ORD_004134,PAY_004134,73.29,2025-05-23
ORD_004141,PAY_004141,2.20,2025-05-28
ORD_004454,PAY_004454,166.15,2025-05-28
ORD_000327,PAY_000327,277.41,2025-05-29
ORD_000581,PAY_000581,424.30,2025-05-29
ORD_000950,PAY_000950,268.36,2025-05-29
ORD_000959,PAY_000959,226.88,2025-05-29
ORD_000978,PAY_000978,265.26,2025-05-29
ORD_001023,PAY_001023,227.53,2025-05-29
ORD_001738,PAY_001738,274.73,2025-05-29
ORD_001747,PAY_001747,464.16,2025-05-29
ORD_002028,PAY_002028,423.75,2025-05-29
ORD_002075,PAY_002075,165.94,2025-05-29
ORD_002111,PAY_002111,413.06,2025-05-29
ORD_002135,PAY_002135,399.83,2025-05-29
ORD_002508,PAY_002508,29.96,2025-05-29
ORD_002701,PAY_002701,337.28,2025-05-29
ORD_003903,PAY_003903,119.10,2025-05-29
ORD_003930,PAY_003930,326.75,2025-05-29
ORD_004253,PAY_004253,230.11,2025-05-29
ORD_004298,PAY_004298,498.74,2025-05-29
ORD_004751,PAY_004751,125.71,2025-05-29
ORD_004944,PAY_004944,467.06,2025-05-29
ORD_000302,PAY_000302,413.38,2025-05-30
ORD_000817,PAY_000817,208.69,2025-05-30
ORD_001154,PAY_001154,155.32,2025-05-30
ORD_001332,PAY_001332,109.00,2025-05-30
ORD_001382,PAY_001382,103.82,2025-05-30
ORD_001396,PAY_001396,361.64,2025-05-30
ORD_002250,PAY_002250,347.01,2025-05-30
ORD_002912,PAY_002912,259.34,2025-05-30
ORD_003277,PAY_003277,209.36,2025-05-30
ORD_003926,PAY_003926,125.99,2025-05-30
ORD_004168,PAY_004168,200.55,2025-05-30
ORD_004238,PAY_004238,231.81,2025-05-30
ORD_004416,PAY_004416,477.60,2025-05-30
ORD_004476,PAY_004476,185.86,2025-05-30
ORD_004489,PAY_004489,383.18,2025-05-30
ORD_000569,PAY_000569,372.35,2025-06-02
ORD_000689,PAY_000689,252.55,2025-06-02
ORD_000923,PAY_000923,202.47,2025-06-02
ORD_001058,PAY_001058,480.37,2025-06-02
ORD_001076,PAY_001076,428.60,2025-06-02
ORD_001167,PAY_001167,277.47,2025-06-02
ORD_001416,PAY_001416,151.50,2025-06-02
ORD_001417,PAY_001417,195.25,2025-06-02
ORD_001447,PAY_001447,131.88,2025-06-02
ORD_001461,PAY_001461,63.58,2025-06-02
ORD_001815,PAY_001815,233.00,2025-06-02
ORD_001878,PAY_001878,319.18,2025-06-02
ORD_002047,PAY_002047,480.01,2025-06-02
ORD_002184,PAY_002184,463.44,2025-05-28
ORD_002239,PAY_002239,434.96,2025-06-02
ORD_002413,PAY_002413,100.07,2025-06-02
ORD_002443,PAY_002443,346.17,2025-06-02
ORD_002455,PAY_002455,473.46,2025-06-02
ORD_002550,PAY_002550,275.97,2025-06-02
ORD_002787,PAY_002787,357.31,2025-06-02
ORD_002965,PAY_002965,463.62,2025-06-02
ORD_003088,PAY_003088,373.31,2025-06-02
ORD_003126,PAY_003126,139.11,2025-06-02
ORD_003518,PAY_003518,37.00,2025-06-02
ORD_003822,PAY_003822,55.27,2025-06-02
ORD_003825,PAY_003825,185.06,2025-06-02
ORD_003908,PAY_003908,264.68,2025-06-02
ORD_003917,PAY_003917,460.53,2025-06-02
ORD_004033,PAY_004033,107.15,2025-06-02
ORD_004052,PAY_004052,91.23,2025-06-02
ORD_004151,PAY_004151,246.58,2025-06-02
ORD_004361,PAY_004361,378.39,2025-06-02
ORD_004721,PAY_004721,94.79,2025-06-02
ORD_004755,PAY_004755,107.66,2025-06-02
ORD_004818,PAY_004818,499.98,2025-06-02
ORD_000323,PAY_000323,231.33,2025-05-30
ORD_001201,PAY_001201,373.47,2025-06-03
ORD_001532,PAY_001532,354.13,2025-06-03
ORD_001913,PAY_001913,169.89,2025-06-03
ORD_001956,PAY_001956,97.33,2025-06-03
ORD_002353,PAY_002353,236.23,2025-06-03
ORD_002518,PAY_002518,457.52,2025-06-03
ORD_002574,PAY_002574,186.33,2025-06-02
ORD_002882,PAY_002882,158.69,2025-06-03
ORD_002987,PAY_002987,481.83,2025-06-03
ORD_002993,PAY_002993,457.09,2025-06-03
ORD_003386,PAY_003386,482.75,2025-06-03
ORD_003639,PAY_003639,253.29,2025-05-30
ORD_003693,PAY_003693,394.34,2025-06-02
ORD_004015,PAY_004015,128.09,2025-06-03
ORD_004084,PAY_004084,235.04,2025-06-02
ORD_004321,PAY_004321,453.30,2025-06-03
ORD_004325,PAY_004325,445.45,2025-06-03
ORD_000016,PAY_000016,47.88,2025-06-04
ORD_000065,PAY_000065,283.56,2025-06-04
ORD_000153,PAY_000153,152.48,2025-06-04
ORD_000164,PAY_000164,72.34,2025-06-04
ORD_000380,PAY_000380,89.64,2025-06-04
ORD_000831,PAY_000831,94.25,2025-06-04
ORD_000919,PAY_000919,112.73,2025-06-04
ORD_000960,PAY_000960,197.85,2025-05-30
ORD_000968,PAY_000968,187.55,2025-06-04
ORD_001125,PAY_001125,254.20,2025-06-04
ORD_001292,PAY_001292,176.51,2025-06-04
ORD_001572,PAY_001572,382.21,2025-06-04
ORD_001798,PAY_001798,170.93,2025-06-04
ORD_002399,PAY_002399,196.69,2025-06-04
ORD_002496,PAY_002496,495.76,2025-06-04
ORD_002732,PAY_002732,100.50,2025-06-04
ORD_002884,PAY_002884,235.84,2025-06-03
ORD_003192,PAY_003192,124.04,2025-06-04
ORD_003196,PAY_003196,129.89,2025-06-04
ORD_003251,PAY_003251,256.91,2025-06-04
ORD_003472,PAY_003472,397.19,2025-06-04
ORD_003474,PAY_003474,188.77,2025-06-04
ORD_003541,PAY_003541,366.81,2025-06-02
ORD_003551,PAY_003551,324.08,2025-06-04
ORD_004004,PAY_004004,152.07,2025-06-02
ORD_004192,PAY_004192,497.30,2025-06-04
ORD_004306,PAY_004306,196.75,2025-06-04
ORD_004819,PAY_004819,451.76,2025-06-04
ORD_004875,PAY_004875,147.40,2025-06-04
ORD_000066,PAY_000066,47.10,2025-06-05
ORD_000078,PAY_000078,64.88,2025-06-05
ORD_000541,PAY_000541,479.09,2025-06-05
ORD_000610,PAY_000610,325.54,2025-06-04
ORD_001587,PAY_001587,497.29,2025-06-05
ORD_001892,PAY_001892,492.37,2025-06-04
ORD_002276,PAY_002276,51.32,2025-06-05
ORD_002406,PAY_002406,264.32,2025-06-05
ORD_002571,PAY_002571,330.00,2025-06-05
ORD_002719,PAY_002719,212.53,2025-06-05
ORD_002815,PAY_002815,239.13,2025-06-05
ORD_002867,PAY_002867,326.37,2025-06-05
ORD_003245,PAY_003245,441.27,2025-06-05
ORD_003312,PAY_003312,266.34,2025-06-02
ORD_003383,PAY_003383,333.25,2025-06-05
ORD_003451,PAY_003451,406.75,2025-06-05
ORD_004175,PAY_004175,66.03,2025-06-05
ORD_004228,PAY_004228,481.85,2025-06-05
ORD_004525,PAY_004525,17.17,2025-06-05
ORD_004568,PAY_004568,317.54,2025-06-04
ORD_000628,PAY_000628,112.52,2025-06-04
ORD_000705,PAY_000705,32.19,2025-06-06
ORD_000716,PAY_000716,87.25,2025-06-06
ORD_001030,PAY_001030,447.36,2025-06-06
ORD_001212,PAY_001212,175.57,2025-06-06
ORD_001301,PAY_001301,390.69,2025-06-06
ORD_001316,PAY_001316,456.89,2025-06-06
ORD_001879,PAY_001879,42.13,2025-06-06
ORD_002264,PAY_002264,222.97,2025-06-06
ORD_002626,PAY_002626,357.63,2025-06-06
ORD_003356,PAY_003356,283.33,2025-06-06
ORD_003435,PAY_003435,77.24,2025-06-06
ORD_003794,PAY_003794,52.01,2025-06-06
ORD_003925,PAY_003925,158.82,2025-06-06
ORD_004102,PAY_004102,220.74,2025-06-06
ORD_004617,PAY_004617,239.13,2025-06-03
ORD_000057,PAY_000057,253.79,2025-06-09
ORD_000062,PAY_000062,427.83,2025-06-09
ORD_000143,PAY_000143,82.18,2025-06-09
ORD_000227,PAY_000227,299.28,2025-06-04
ORD_000284,PAY_000284,322.00,2025-06-09
ORD_000352,PAY_000352,66.41,2025-06-09
ORD_000353,PAY_000353,5.91,2025-06-09
ORD_000460,PAY_000460,436.60,2025-06-09
ORD_000488,PAY_000488,49.43,2025-06-09
ORD_000489,PAY_000489,176.73,2025-06-09
ORD_000771,PAY_000771,46.25,2025-06-09
ORD_000835,PAY_000835,382.03,2025-06-09
ORD_000863,PAY_000863,474.98,2025-06-09
ORD_001200,PAY_001200,5.21,2025-06-09
ORD_001217,PAY_001217,226.33,2025-06-09
ORD_001289,PAY_001289,484.72,2025-06-09
ORD_001327,PAY_001327,425.75,2025-06-09
ORD_001343,PAY_001343,123.74,2025-06-09
ORD_001398,PAY_001398,435.88,2025-06-09
ORD_001445,PAY_001445,76.00,2025-06-09
ORD_001571,PAY_001571,226.77,2025-06-09
ORD_001617,PAY_001617,286.86,2025-06-09
ORD_001723,PAY_001723,161.47,2025-06-09
ORD_001796,PAY_001796,492.47,2025-06-09
ORD_001841,PAY_001841,109.31,2025-06-09
ORD_001962,PAY_001962,319.81,2025-06-09
ORD_002092,PAY_002092,29.74,2025-06-09
ORD_002338,PAY_002338,278.69,2025-06-09
ORD_002445,PAY_002445,419.39,2025-06-09
ORD_002521,PAY_002521,200.39,2025-06-09
ORD_002624,PAY_002624,450.51,2025-06-09
ORD_002657,PAY_002657,205.74,2025-06-09
ORD_002909,PAY_002909,197.89,2025-06-09
ORD_002968,PAY_002968,81.12,2025-06-09
ORD_003023,PAY_003023,58.13,2025-06-09
ORD_003241,PAY_003241,473.20,2025-06-09
ORD_003258,PAY_003258,138.39,2025-06-09
ORD_003479,PAY_003479,148.46,2025-06-09
ORD_003483,PAY_003483,452.12,2025-06-09
ORD_003501,PAY_003501,485.05,2025-06-09
ORD_003677,PAY_003677,462.75,2025-06-09
ORD_003702,PAY_003702,211.99,2025-06-09
ORD_003732,PAY_003732,225.11,2025-06-09
ORD_003810,PAY_003810,468.57,2025-06-09
ORD_003812,PAY_003812,439.64,2025-06-09
ORD_003866,PAY_003866,140.47,2025-06-09
ORD_004014,PAY_004014,213.63,2025-06-09
ORD_004077,PAY_004077,218.83,2025-06-09
ORD_004342,PAY_004342,341.89,2025-06-09
ORD_004435,PAY_004435,4.81,2025-06-09
ORD_004767,PAY_004767,44.34,2025-06-09
ORD_004905,PAY_004905,494.86,2025-06-09
ORD_000671,PAY_000671,61.43,2025-06-10
ORD_001264,PAY_001264,45.01,2025-06-10
ORD_002175,PAY_002175,304.98,2025-06-09
ORD_002642,PAY_002642,496.01,2025-06-10
ORD_002668,PAY_002668,370.07,2025-06-10
ORD_002739,PAY_002739,48.45,2025-06-10
ORD_002994,PAY_002994,433.78,2025-06-09
ORD_003431,PAY_003431,91.39,2025-06-05
ORD_003669,PAY_003669,55.47,2025-06-10
ORD_004214,PAY_004214,280.84,2025-06-09
ORD_004434,PAY_004434,373.60,2025-06-10
ORD_004569,PAY_004569,461.04,2025-06-10
ORD_004658,PAY_004658,496.79,2025-06-10
ORD_000113,PAY_000113,404.72,2025-06-11
ORD_000132,PAY_000132,494.87,2025-06-11
ORD_000879,PAY_000879,286.56,2025-06-11
ORD_001312,PAY_001312,460.82,2025-06-11
ORD_001755,PAY_001755,485.74,2025-06-11
ORD_001770,PAY_001770,367.98,2025-06-11
ORD_002330,PAY_002330,416.41,2025-06-11
ORD_002795,PAY_002795,42.69,2025-06-11
ORD_002932,PAY_002932,456.79,2025-06-09
ORD_003292,PAY_003292,364.91,2025-06-11
ORD_003430,PAY_003430,364.18,2025-06-06
ORD_003625,PAY_003625,171.95,2025-06-06
ORD_003733,PAY_003733,330.68,2025-06-11
ORD_003982,PAY_003982,28.15,2025-06-11
ORD_004154,PAY_004154,359.41,2025-06-11
ORD_004714,PAY_004714,221.01,2025-06-09
ORD_004809,PAY_004809,204.17,2025-06-11
ORD_000120,PAY_000120,71.83,2025-06-12
ORD_000813,PAY_000813,289.75,2025-06-12
ORD_000928,PAY_000928,188.75,2025-06-12
ORD_001688,PAY_001688,253.56,2025-06-12
ORD_001860,PAY_001860,320.12,2025-06-12
ORD_001900,PAY_001900,461.72,2025-06-12
ORD_002187,PAY_002187,153.06,2025-06-12
ORD_002448,PAY_002448,425.55,2025-06-12
ORD_002674,PAY_002674,156.03,2025-06-12
ORD_002683,PAY_002683,45.01,2025-06-12
ORD_003362,PAY_003362,138.97,2025-06-12
ORD_004457,PAY_004457,336.65,2025-06-12
ORD_004974,PAY_004974,459.50,2025-06-12
ORD_000129,PAY_000129,89.24,2025-06-13
ORD_000392,PAY_000392,240.13,2025-06-13
ORD_000464,PAY_000464,210.35,2025-06-11
ORD_000482,PAY_000482,474.68,2025-06-13
ORD_000558,PAY_000558,497.82,2025-06-13
ORD_000577,PAY_000577,153.88,2025-06-13
ORD_001094,PAY_001094,231.96,2025-06-13
ORD_001231,PAY_001231,238.11,2025-06-13
ORD_002205,PAY_002205,62.06,2025-06-13
ORD_002253,PAY_002253,146.34,2025-06-13
ORD_002432,PAY_002432,439.88,2025-06-13
ORD_002436,PAY_002436,31.48,2025-06-13
ORD_002449,PAY_002449,378.92,2025-06-13
ORD_002535,PAY_002535,454.81,2025-06-13
ORD_002927,PAY_002927,207.06,2025-06-13
ORD_003490,PAY_003490,148.43,2025-06-13
ORD_003931,PAY_003931,395.88,2025-06-13
ORD_004063,PAY_004063,225.63,2025-06-13
ORD_004367,PAY_004367,390.70,2025-06-13
ORD_004783,PAY_004783,111.41,2025-06-13
ORD_000134,PAY_000134,307.00,2025-06-16
ORD_000196,PAY_000196,184.87,2025-06-16
ORD_000233,PAY_000233,84.65,2025-06-16
ORD_000259,PAY_000259,238.76,2025-06-16
ORD_000273,PAY_000273,215.77,2025-06-16
ORD_000343,PAY_000343,204.54,2025-06-16
ORD_000348,PAY_000348,361.49,2025-06-16
ORD_000359,PAY_000359,119.38,2025-06-16
ORD_000658,PAY_000658,355.40,2025-06-16
ORD_000674,PAY_000674,367.88,2025-06-16
ORD_000697,PAY_000697,109.38,2025-06-16
ORD_000803,PAY_000803,75.67,2025-06-16
ORD_000821,PAY_000821,224.70,2025-06-16
ORD_000826,PAY_000826,27.85,2025-06-16
ORD_001011,PAY_001011,329.80,2025-06-16
ORD_001306,PAY_001306,92.37,2025-06-16
ORD_001337,PAY_001337,465.69,2025-06-16
ORD_001482,PAY_001482,367.50,2025-06-16
ORD_001918,PAY_001918,99.84,2025-06-16
ORD_002029,PAY_002029,104.23,2025-06-16
ORD_002194,PAY_002194,169.79,2025-06-16
ORD_002308,PAY_002308,147.80,2025-06-16
ORD_002394,PAY_002394,154.45,2025-06-16
ORD_002400,PAY_002400,306.70,2025-06-16
ORD_002463,PAY_002463,200.57,2025-06-16
ORD_002467,PAY_002467,191.24,2025-06-16
ORD_002468,PAY_002468,480.49,2025-06-16
ORD_002803,PAY_002803,226.68,2025-06-16
ORD_002817,PAY_002817,383.75,2025-06-16
ORD_002925,PAY_002925,86.30,2025-06-16
ORD_002930,PAY_002930,258.16,2025-06-16
ORD_002963,PAY_002963,372.13,2025-06-16
ORD_003001,PAY_003001,320.82,2025-06-16
ORD_003006,PAY_003006,329.21,2025-06-16
ORD_003060,PAY_003060,116.77,2025-06-16
ORD_003151,PAY_003151,84.23,2025-06-16
ORD_003213,PAY_003213,487.67,2025-06-16
ORD_003271,PAY_003271,157.70,2025-06-16
ORD_003308,PAY_003308,236.70,2025-06-16
ORD_003347,PAY_003347,70.29,2025-06-16
ORD_003363,PAY_003363,432.14,2025-06-16
ORD_003439,PAY_003439,298.17,2025-06-16
ORD_003537,PAY_003537,356.80,2025-06-16
ORD_003634,PAY_003634,237.28,2025-06-16
ORD_003955,PAY_003955,25.15,2025-06-16
ORD_004096,PAY_004096,108.74,2025-06-16
ORD_004116,PAY_004116,434.20,2025-06-16
ORD_004293,PAY_004293,381.59,2025-06-16
ORD_004297,PAY_004297,88.91,2025-06-16
ORD_004374,PAY_004374,470.26,2025-06-16
ORD_004405,PAY_004405,452.83,2025-06-16
ORD_004424,PAY_004424,178.40,2025-06-16
ORD_004510,PAY_004510,376.43,2025-06-16
ORD_004664,PAY_004664,220.05,2025-06-11
ORD_004717,PAY_004717,211.66,2025-06-16
ORD_004830,PAY_004830,94.05,2025-06-16
ORD_004881,PAY_004881,463.14,2025-06-16
ORD_004942,PAY_004942,124.07,2025-06-16
ORD_004946,PAY_004946,26.22,2025-06-16
ORD_004994,PAY_004994,331.47,2025-06-16
ORD_000246,PAY_000246,377.17,2025-06-17
ORD_000523,PAY_000523,121.23,2025-06-17
ORD_000593,PAY_000593,72.91,2025-06-16
ORD_000783,PAY_000783,484.20,2025-06-17
ORD_000789,PAY_000789,58.25,2025-06-17
ORD_000881,PAY_000881,7.07,2025-06-17
ORD_001206,PAY_001206,465.62,2025-06-17
ORD_001273,PAY_001273,397.82,2025-06-12
ORD_001279,PAY_001279,17.46,2025-06-16
ORD_001937,PAY_001937,311.18,2025-06-17
ORD_002038,PAY_002038,490.00,2025-06-17
ORD_002154,PAY_002154,401.82,2025-06-17
ORD_002377,PAY_002377,107.56,2025-06-17
ORD_003028,PAY_003028,4.27,2025-06-17
ORD_003164,PAY_003164,40.67,2025-06-17
ORD_003614,PAY_003614,458.39,2025-06-17
ORD_003632,PAY_003632,259.41,2025-06-16
ORD_003691,PAY_003691,120.17,2025-06-17
ORD_004226,PAY_004226,357.17,2025-06-17
ORD_004389,PAY_004389,75.28,2025-06-12
ORD_004807,PAY_004807,365.50,2025-06-16
ORD_004882,PAY_004882,380.66,2025-06-17
ORD_000244,PAY_000244,383.05,2025-06-18
ORD_000424,PAY_000424,410.35,2025-06-18
ORD_001345,PAY_001345,365.25,2025-06-18
ORD_001584,PAY_001584,411.46,2025-06-18
ORD_001717,PAY_001717,119.22,2025-06-18
ORD_001904,PAY_001904,260.43,2025-06-18
ORD_002456,PAY_002456,14.51,2025-06-18
ORD_002564,PAY_002564,339.09,2025-06-18
ORD_002983,PAY_002983,359.62,2025-06-18
ORD_003169,PAY_003169,401.54,2025-06-18
ORD_003324,PAY_003324,276.05,2025-06-18
ORD_003854,PAY_003854,222.91,2025-06-18
ORD_004728,PAY_004728,31.64,2025-06-18
ORD_000477,PAY_000477,393.22,2025-06-19
ORD_000830,PAY_000830,310.60,2025-06-19
ORD_000878,PAY_000878,175.35,2025-06-19
ORD_000975,PAY_000975,457.89,2025-06-19
ORD_001061,PAY_001061,292.03,2025-06-19
ORD_001246,PAY_001246,464.82,2025-06-19
ORD_001800,PAY_001800,223.74,2025-06-19
ORD_001931,PAY_001931,125.33,2025-06-19
ORD_002292,PAY_002292,294.20,2025-06-19
ORD_002893,PAY_002893,323.44,2025-06-19
ORD_002989,PAY_002989,104.48,2025-06-19
ORD_003078,PAY_003078,45.54,2025-06-19
ORD_003493,PAY_003493,265.63,2025-06-19
ORD_003516,PAY_003516,458.38,2025-06-19
ORD_003671,PAY_003671,422.93,2025-06-19
ORD_003843,PAY_003843,37.15,2025-06-19
ORD_003943,PAY_003943,163.38,2025-06-19
ORD_000335,PAY_000335,476.36,2025-06-20
ORD_000447,PAY_000447,375.22,2025-06-20
ORD_001071,PAY_001071,481.30,2025-06-19
ORD_001431,PAY_001431,417.91,2025-06-20
ORD_001561,PAY_001561,236.81,2025-06-20
